t,x,y,vd,xyd,nd,d,st
11012,1372.19,2951.29,0.30747,0.30747,9.7,9.47867,553
11013,1371.89,2951.29,0.307488,0.307488,9.7,9.47086,554
11013,1371.6,2951.3,0.304667,0.304667,9.7,9.4635,554
11013,1371.3,2951.3,0.304622,0.304622,9.7,9.45576,554
11014,1370.99,2951.31,0.306228,0.306228,9.7,9.4483,555
11014,1370.68,2951.31,0.306213,0.306213,9.7,9.44056,555
11015,1370.38,2951.32,0.307004,0.307004,9.7,9.43267,556
11015,1370.07,2951.32,0.307005,0.307005,9.7,9.42491,556
11016,1369.76,2951.33,0.307476,0.307476,9.7,9.41696,557
11016,1369.46,2951.33,0.307484,0.307484,9.7,9.40918,557
11017,1369.15,2951.34,0.307492,0.307492,9.7,9.40144,558
11017,1368.84,2951.34,0.307711,0.307711,9.7,9.39338,558
11018,1368.53,2951.35,0.307723,0.307723,9.7,9.38562,559
11018,1368.23,2951.35,0.30834,0.30834,9.7,9.37764,559
11018,1367.92,2951.36,0.30835,0.30835,9.7,9.36987,559
11019,1367.61,2951.36,0.308411,0.308411,9.7,9.3618,560
11019,1367.3,2951.37,0.308423,0.308423,9.7,9.35401,560
11020,1366.99,2951.37,0.30843,0.308429,9.7,9.34605,561
11020,1366.68,2951.38,0.308442,0.308442,9.7,9.33829,561
11021,1366.38,2951.38,0.308454,0.308454,9.7,9.33061,562
11021,1366.07,2951.39,0.308495,0.308495,9.7,9.32235,562
11021,1365.76,2951.39,0.308507,0.308507,9.7,9.31461,562
11022,1365.48,2951.4,0.306155,0.306155,9.7,9.30738,563
11022,1365.18,2951.4,0.306179,0.306179,9.7,9.29967,563
11023,1364.87,2951.41,0.307297,0.307296,9.7,9.29401,564
11023,1364.56,2951.42,0.307315,0.307315,9.7,9.288,564
11024,1364.26,2951.42,0.307333,0.307333,9.7,9.28203,565
11024,1363.95,2951.43,0.307917,0.307916,9.7,9.27666,565
11025,1363.64,2951.44,0.307932,0.307932,9.7,9.27087,566
11025,1363.35,2951.44,0.305257,0.305257,9.7,9.2652,566
11026,1363.04,2951.45,0.305208,0.305208,9.7,9.25947,567
11026,1362.74,2951.46,0.30687,0.30687,9.7,9.25403,567
11026,1362.43,2951.47,0.306851,0.306851,9.7,9.24836,567
11027,1362.12,2951.47,0.307655,0.307655,9.7,9.24229,568
11027,1361.82,2951.48,0.307652,0.307652,9.7,9.23657,568
11028,1361.51,2951.49,0.307649,0.307649,9.7,9.23094,569
11028,1361.2,2951.5,0.308086,0.308086,9.7,9.22687,569
11029,1360.89,2951.5,0.308091,0.308091,9.7,9.22234,570
11029,1360.58,2951.51,0.308316,0.308316,9.7,9.21909,570
11030,1360.28,2951.52,0.308324,0.308324,9.7,9.21555,571
11030,1359.98,2951.53,0.306457,0.306457,9.7,9.21342,571
11031,1359.68,2951.54,0.306477,0.306477,9.7,9.21085,572
11031,1359.37,2951.55,0.307513,0.307513,9.7,9.20759,572
11031,1359.06,2951.56,0.307528,0.307528,9.7,9.20444,572
11032,1358.75,2951.57,0.307544,0.307544,9.7,9.20134,573
11032,1358.45,2951.58,0.307842,0.307842,9.7,9.19714,573
11033,1358.14,2951.59,0.307857,0.307857,9.7,9.19318,574
11033,1357.83,2951.6,0.308112,0.308112,9.7,9.18964,574
11034,1357.52,2951.61,0.308126,0.308126,9.7,9.18593,575
11034,1357.22,2951.62,0.308146,0.308146,9.7,9.18185,575
11035,1356.91,2951.63,0.30816,0.308159,9.7,9.17814,576
11035,1356.61,2951.63,0.307111,0.307111,9.7,9.17417,576
11035,1356.3,2951.64,0.307129,0.307129,9.7,9.17049,576
11036,1355.99,2951.65,0.307148,0.307148,9.7,9.16692,577
11036,1355.69,2951.66,0.307757,0.307757,9.7,9.16287,577
11037,1355.38,2951.67,0.307773,0.307773,9.7,9.15924,578
11037,1355.1,2951.68,0.305153,0.305153,9.7,9.15549,578
11038,1354.79,2951.69,0.305105,0.305104,9.7,9.15192,579
11038,1354.49,2951.7,0.306658,0.306658,9.7,11.8101,579
11039,1354.18,2951.71,0.306641,0.306641,9.7,11.7799,580
11039,1353.87,2951.72,0.30759,0.30759,9.7,11.7512,580
11039,1353.57,2951.73,0.307587,0.307587,9.7,11.722,580
11040,1353.26,2951.74,0.308516,0.308516,9.7,11.692,581
11040,1352.95,2951.75,0.308518,0.308518,9.7,11.6622,581
11041,1352.64,2951.76,0.308521,0.308521,9.7,11.6326,582
11041,1352.33,2951.77,0.308719,0.308719,9.7,11.603,582
11042,1352.02,2951.78,0.308725,0.308725,9.7,11.5735,583
11042,1351.72,2951.79,0.308831,0.308831,9.7,11.5455,583
11042,1351.41,2951.8,0.308839,0.308839,9.7,11.5173,583
11043,1351.11,2951.81,0.307001,0.307001,9.7,11.4897,584
11043,1350.81,2951.82,0.307019,0.307019,9.7,11.4611,584
11044,1350.5,2951.83,0.307037,0.307036,9.7,11.4327,585
11044,1350.19,2951.85,0.307964,0.307964,9.7,11.4036,585
11045,1349.88,2951.86,0.307978,0.307978,9.7,11.3751,586
11045,1349.58,2951.87,0.308004,0.308004,9.7,11.3463,586
11045,1349.27,2951.88,0.308018,0.308018,9.7,11.3179,586
11046,1348.96,2951.89,0.308493,0.308493,9.7,11.2909,587
11046,1348.65,2951.9,0.308504,0.308504,9.7,11.2637,587
11047,1348.38,2951.92,0.306294,0.306294,9.7,11.2399,588
11047,1348.07,2951.93,0.306316,0.306316,9.7,11.2138,588
11048,1347.76,2951.94,0.308258,0.308258,9.7,11.1869,589
11048,1347.45,2951.96,0.308271,0.308271,9.7,11.1606,589
11049,1347.15,2951.97,0.308284,0.308284,9.7,11.1344,590
11049,1346.86,2951.98,0.305282,0.305282,9.7,11.1086,590
11049,1346.55,2951.99,0.305233,0.305233,9.7,11.0822,590
11050,1346.24,2952.01,0.307131,0.307131,9.7,11.056,591
11050,1345.94,2952.02,0.307111,0.307111,9.7,11.0302,591
11051,1345.63,2952.03,0.308065,0.308064,9.7,11.0029,592
11051,1345.32,2952.05,0.308059,0.308059,9.7,10.9764,592
11052,1345.02,2952.06,0.306945,0.306945,9.7,10.95,593
11052,1344.71,2952.07,0.306955,0.306955,9.7,10.9238,593
11053,1344.4,2952.09,0.307984,0.307983,9.7,10.8969,594
11053,1344.09,2952.1,0.307993,0.307993,9.7,10.8707,594
11053,1343.79,2952.11,0.308002,0.308002,9.7,10.8448,594
11054,1343.48,2952.13,0.308338,0.308338,9.7,10.8195,595
11054,1343.17,2952.14,0.308348,0.308348,9.7,10.7942,595
11055,1342.86,2952.16,0.308601,0.308601,9.7,10.7702,596
11055,1342.55,2952.17,0.308611,0.308611,9.7,10.7462,596
11056,1342.25,2952.19,0.308651,0.308651,9.7,10.7226,597
11056,1341.94,2952.21,0.308661,0.308661,9.7,10.6996,597
11056,1341.64,2952.22,0.30783,0.30783,9.7,10.6774,597
11057,1341.33,2952.24,0.307845,0.307845,9.7,10.6553,598
11057,1341.02,2952.26,0.307859,0.307859,9.7,10.6335,598
11058,1340.71,2952.28,0.308355,0.308354,9.7,10.612,599
11058,1340.41,2952.3,0.308367,0.308367,9.7,10.5905,599
11059,1340.14,2952.31,0.306201,0.306201,9.7,10.5716,600
11059,1339.84,2952.33,0.306223,0.306224,9.7,10.5504,600
11059,1339.53,2952.35,0.307443,0.307443,9.7,10.5286,600
11060,1339.22,2952.37,0.30746,0.30746,9.7,10.5071,601
11060,1338.91,2952.38,0.30895,0.308949,9.7,10.4855,601
11061,1338.61,2952.4,0.308959,0.308959,9.7,10.4642,602
11061,1338.3,2952.42,0.308968,0.308968,9.7,10.4431,602
11062,1338,2952.44,0.305978,0.305978,9.7,10.4237,603
11062,1337.7,2952.46,0.305925,0.305925,9.7,10.4035,603
11063,1337.39,2952.48,0.307635,0.307634,9.7,10.3826,604
11063,1337.08,2952.5,0.307612,0.307612,9.7,10.3626,604
11064,1336.78,2952.52,0.306988,0.306987,9.7,10.3435,605
11064,1336.47,2952.54,0.306987,0.306987,9.7,10.3246,605
11064,1336.17,2952.56,0.306987,0.306987,9.7,10.3059,605
11065,1335.86,2952.58,0.307389,0.307389,9.7,10.2873,606
11065,1335.55,2952.6,0.307396,0.307396,9.7,10.269,606
11066,1335.25,2952.63,0.308335,0.308335,9.7,10.2522,607
11066,1334.94,2952.65,0.308343,0.308342,9.7,10.2351,607
11067,1334.63,2952.67,0.308837,0.308837,9.7,10.2186,608
11067,1334.32,2952.7,0.308844,0.308844,9.7,10.2025,608
11067,1334.01,2952.72,0.308852,0.308852,9.7,10.1867,608
11068,1333.72,2952.74,0.307114,0.307113,9.7,10.1715,609
11068,1333.41,2952.77,0.307131,0.307131,9.7,10.1565,609
11069,1333.1,2952.79,0.308724,0.308724,9.7,10.1404,610
11069,1332.8,2952.82,0.308734,0.308734,9.7,10.1249,610
11070,1332.49,2952.84,0.308756,0.308756,9.7,10.1088,611
11070,1332.18,2952.86,0.308766,0.308766,9.7,10.0934,611
11071,1331.88,2952.89,0.307816,0.307816,9.7,10.0796,612
11071,1331.57,2952.91,0.30783,0.30783,9.7,10.0655,612
11071,1331.26,2952.94,0.307845,0.307845,9.7,10.0515,612
11072,1330.96,2952.96,0.308587,0.308587,9.7,10.0362,613
11072,1330.65,2952.99,0.308598,0.308598,9.7,10.0216,613
11073,1330.34,2953.01,0.307684,0.307684,9.7,10.0071,614
11073,1330.04,2953.04,0.307699,0.307699,9.7,9.99287,614
11074,1329.73,2953.07,0.308524,0.308524,9.7,9.9779,615
11074,1329.42,2953.09,0.308535,0.308535,9.7,9.96362,615
11074,1329.12,2953.12,0.308801,0.308801,9.7,9.95054,615
11075,1328.81,2953.14,0.30881,0.30881,9.7,9.93752,616
11075,1328.5,2953.17,0.30882,0.30882,9.7,9.92477,616
11076,1328.22,2953.2,0.306038,0.306038,9.7,9.913,617
11076,1327.91,2953.22,0.305985,0.305984,9.7,9.90099,617
11077,1327.61,2953.25,0.30757,0.307569,9.7,9.89039,618
11077,1327.3,2953.28,0.307547,0.307547,9.7,9.87953,618
11078,1327,2953.31,0.307667,0.307667,9.7,9.86741,619
11078,1326.69,2953.34,0.307663,0.307663,9.7,9.85591,619
11078,1326.38,2953.37,0.30766,0.307659,9.7,9.84467,619
11079,1326.08,2953.39,0.308447,0.308447,9.7,9.83266,620
11079,1325.77,2953.42,0.308449,0.308449,9.7,9.82149,620
11080,1325.47,2953.45,0.306893,0.306893,9.7,9.81159,621
11080,1325.17,2953.48,0.306907,0.306907,9.7,9.80157,621
11081,1324.86,2953.51,0.307992,0.307992,9.7,9.79258,622
11081,1324.56,2953.54,0.308003,0.308003,9.7,9.78375,622
11081,1324.25,2953.57,0.308014,0.308014,9.7,9.77514,622
11082,1323.94,2953.6,0.309261,0.309261,9.7,9.76699,623
11082,1323.63,2953.64,0.309267,0.309267,9.7,9.75871,623
11083,1323.35,2953.67,0.306875,0.306875,9.7,9.75184,624
11083,1323.04,2953.7,0.306894,0.306894,9.7,9.74472,624
11084,1322.74,2953.73,0.308226,0.308226,9.7,9.73701,625
11084,1322.43,2953.76,0.308239,0.308238,9.7,9.7294,625
11085,1322.12,2953.8,0.30771,0.30771,9.7,9.72187,626
11085,1321.82,2953.83,0.307725,0.307725,9.7,9.71459,626
11086,1321.51,2953.86,0.308024,0.308024,9.7,9.7066,627
11086,1321.21,2953.89,0.308037,0.308037,9.7,9.69932,627
11086,1320.9,2953.92,0.308051,0.30805,9.7,9.69226,627
11087,1320.59,2953.96,0.308804,0.308804,9.7,9.68411,628
11087,1320.28,2953.99,0.308814,0.308813,9.7,9.67656,628
11088,1319.98,2954.02,0.30921,0.30921,9.7,9.66867,629
11088,1319.67,2954.05,0.309218,0.309218,9.7,9.6613,629
11089,1319.37,2954.09,0.307804,0.307804,9.7,9.65534,630
11089,1319.06,2954.12,0.307819,0.307819,9.7,9.64924,630
11089,1318.76,2954.15,0.307834,0.307834,9.7,9.64337,630
11090,1318.45,2954.19,0.309121,0.309121,9.7,9.63806,631
11090,1318.14,2954.22,0.30913,0.30913,9.7,9.63308,631
11091,1317.84,2954.26,0.309148,0.309148,9.7,9.62885,632
11091,1317.53,2954.29,0.309156,0.309156,9.7,9.62433,632
11092,1317.23,2954.33,0.308389,0.308389,9.7,9.61926,633
11092,1316.92,2954.36,0.308401,0.308401,9.7,9.6148,633
11093,1316.61,2954.4,0.309004,0.309004,9.7,9.61017,634
11093,1316.31,2954.43,0.309013,0.309013,9.7,9.60581,634
11093,1316,2954.47,0.309022,0.309022,9.7,9.60166,634
11094,1315.7,2954.5,0.308284,0.308284,9.7,9.59629,635
11094,1315.39,2954.54,0.308297,0.308296,9.7,9.59155,635
11095,1315.08,2954.57,0.308964,0.308964,9.7,9.58697,636
11095,1314.78,2954.61,0.308973,0.308973,9.7,9.58296,636
11095,1314.47,2954.65,0.309189,0.309188,9.7,9.57913,636
11096,1314.16,2954.68,0.309197,0.309197,9.7,9.57594,637
11096,1313.85,2954.72,0.309205,0.309205,9.7,9.57295,637
11097,1313.6,2954.75,0.306957,0.306958,9.7,9.57102,638
11097,1313.3,2954.79,0.306976,0.306977,9.7,9.56882,638
11097,1312.99,2954.82,0.308196,0.308196,9.7,9.56618,638
11098,1312.69,2954.86,0.308209,0.308209,9.7,9.56388,639
11098,1312.38,2954.9,0.308276,0.308276,9.7,9.56287,639
11099,1312.07,2954.94,0.308289,0.308289,9.7,9.56168,640
11099,1311.77,2954.98,0.308898,0.308898,9.7,9.56138,640
11100,1311.46,2955.02,0.308908,0.308908,9.7,9.56115,641
11100,1311.15,2955.06,0.308917,0.308917,9.7,9.56105,641
11100,1310.86,2955.1,0.307653,0.307653,9.7,9.56207,641
11101,1310.55,2955.14,0.307669,0.307669,9.7,9.56288,642
11101,1310.25,2955.18,0.308542,0.308542,9.7,9.56478,642
11101,1309.94,2955.22,0.308554,0.308553,9.7,9.5666,642
11102,1309.63,2955.26,0.309562,0.309562,9.7,9.56937,643
11102,1309.33,2955.31,0.309569,0.309569,9.7,9.57215,643
11102,1309.02,2955.35,0.309575,0.309575,9.7,9.57497,643
11103,1308.73,2955.39,0.307643,0.307643,9.7,9.57835,644
11103,1308.42,2955.43,0.307659,0.307659,9.7,9.58174,644
11104,1308.11,2955.48,0.308736,0.308736,9.7,9.58535,645
11104,1307.81,2955.52,0.308746,0.308746,9.7,9.58876,645
11105,1307.5,2955.56,0.30832,0.308319,9.7,9.59193,646
11105,1307.2,2955.61,0.308332,0.308332,9.7,9.59536,646
11105,1306.89,2955.65,0.308575,0.308575,9.7,9.59859,646
11106,1306.59,2955.69,0.308586,0.308586,9.7,9.60196,647
11106,1306.28,2955.74,0.309198,0.309198,9.7,9.60523,647
11107,1305.98,2955.78,0.309206,0.309206,9.7,9.60866,648
11107,1305.67,2955.82,0.309215,0.309215,9.7,9.61209,648
11108,1305.36,2955.86,0.309537,0.309537,9.7,9.61508,649
11108,1305.06,2955.91,0.309544,0.309544,9.7,9.61784,649
11108,1304.76,2955.95,0.308402,0.308402,9.7,9.61945,649
11109,1304.45,2955.99,0.308414,0.308414,9.7,9.6213,650
11109,1304.14,2956.03,0.309461,0.309461,9.7,9.62189,650
11110,1303.84,2956.07,0.309468,0.309468,9.7,9.6229,651
11110,1303.53,2956.11,0.309475,0.309475,9.7,9.62399,651
11111,1303.22,2956.15,0.309491,0.309491,9.7,9.62575,652
11111,1302.92,2956.19,0.309499,0.309498,9.7,9.62714,652
11111,1302.61,2956.23,0.30888,0.308879,9.7,9.62808,652
11112,1302.31,2956.28,0.30889,0.30889,9.7,9.62946,653
11112,1302,2956.32,0.309378,0.309378,9.7,9.63081,653
11113,1301.69,2956.36,0.309386,0.309386,9.7,9.63216,654
11113,1301.39,2956.4,0.308787,0.308787,9.7,9.63319,654
11114,1301.08,2956.44,0.308798,0.308798,9.7,9.63457,655
11114,1300.78,2956.48,0.308809,0.308809,9.7,9.63599,655
11115,1300.47,2956.52,0.309349,0.309349,9.7,9.63714,656
11115,1300.16,2956.56,0.309357,0.309357,9.7,9.63847,656
11115,1299.86,2956.6,0.309532,0.309532,9.7,9.63954,656
11116,1299.55,2956.65,0.309539,0.309539,9.7,9.6409,657
11116,1299.24,2956.69,0.309546,0.309546,9.7,8.16397,657
11117,1298.98,2956.72,0.307732,0.307732,9.7,8.18065,658
11117,1298.68,2956.76,0.307748,0.307748,9.7,8.19967,658
11117,1298.37,2956.8,0.308734,0.308734,9.7,8.21739,658
11118,1298.07,2956.84,0.308745,0.308745,9.7,8.23569,659
11118,1297.76,2956.88,0.308757,0.308757,9.7,8.25406,659
11119,1297.45,2956.92,0.308812,0.308812,9.7,8.27247,660
11119,1297.15,2956.96,0.308823,0.308823,9.7,8.2909,660
11119,1296.84,2957,0.309314,0.309313,9.7,8.30913,660
11120,1296.53,2957.04,0.309322,0.309322,9.7,8.32758,661
11120,1296.23,2957.08,0.308301,0.308301,9.7,8.34547,661
11121,1295.93,2957.12,0.308314,0.308314,9.7,8.36389,662
11121,1295.62,2957.16,0.308328,0.308328,9.7,8.38235,662
11122,1295.31,2957.2,0.309841,0.30984,9.7,8.40096,663
11122,1295.01,2957.24,0.309847,0.309847,9.7,8.41943,663
11122,1294.7,2957.28,0.309853,0.309853,9.7,8.43793,663
11123,1294.4,2957.32,0.308285,0.308284,9.7,8.45704,664
11123,1294.09,2957.36,0.308298,0.308298,9.7,8.47629,664
11124,1293.79,2957.4,0.308312,0.308312,9.7,8.49554,665
11124,1293.48,2957.45,0.309184,0.309184,9.7,8.51521,665
11125,1293.18,2957.49,0.309193,0.309193,6,8.53469,1
11125,1292.87,2957.53,0.30885,0.30885,6,8.55337,1
11125,1292.56,2957.57,0.308861,0.308861,6,8.57251,1
11126,1292.26,2957.61,0.309057,0.309057,6,8.59229,1
11126,1291.95,2957.65,0.309067,0.309067,6,8.61157,1
11127,1291.65,2957.69,0.309077,0.309077,6,8.63083,1
11127,1291.34,2957.73,0.309571,0.30957,6,8.65023,1
11128,1291.03,2957.77,0.309578,0.309578,6,8.66956,1
11128,1290.72,2957.81,0.30984,0.309839,6,8.68856,1
11129,1290.42,2957.86,0.309846,0.309846,6,8.70775,1
11129,1290.12,2957.9,0.308924,0.308924,6,8.72673,1
11129,1289.81,2957.94,0.308935,0.308934,6,8.74583,1
11130,1289.5,2957.98,0.308946,0.308946,6,8.76488,1
11130,1289.2,2958.02,0.309788,0.309788,6,8.78414,1
11131,1288.89,2958.06,0.309795,0.309795,6,8.80323,1
11131,1288.58,2958.1,0.309809,0.309809,6,8.82266,1
11132,1288.27,2958.14,0.309816,0.309816,6,8.84177,1
11132,1287.97,2958.18,0.309316,0.309316,6,8.86098,1
11133,1287.66,2958.22,0.309325,0.309325,6,8.88005,1
11133,1287.36,2958.26,0.309334,0.309334,6,8.89903,1
11133,1287.05,2958.31,0.309729,0.309729,6,8.91841,1
11134,1286.74,2958.35,0.309736,0.309736,6,8.93781,1
11134,1286.44,2958.39,0.309256,0.309256,6,8.95642,1
11135,1286.13,2958.43,0.309265,0.309265,6,8.97546,1
11135,1285.82,2958.47,0.309703,0.309703,6,8.99298,1
11136,1285.52,2958.51,0.30971,0.30971,6,9.01078,1
11136,1285.21,2958.54,0.309851,0.309851,6,9.02753,1
11137,1284.9,2958.58,0.309858,0.309858,6,9.04441,1
11137,1284.6,2958.62,0.309865,0.309864,6,9.06122,1
11137,1284.32,2958.66,0.3084,0.3084,6,9.0769,1
11138,1284.02,2958.7,0.308414,0.308414,6,9.09432,1
11138,1283.71,2958.74,0.309211,0.309211,6,9.11156,1
11139,1283.4,2958.77,0.309221,0.309221,6,9.12878,1
11139,1283.1,2958.81,0.309231,0.309231,6,9.14589,1
11139,1282.79,2958.85,0.309277,0.309277,6,9.16317,1
11140,1282.48,2958.89,0.309287,0.309287,6,9.18017,1
11140,1282.18,2958.93,0.309684,0.309684,6,9.19796,1
11141,1281.87,2958.97,0.309692,0.309692,6,9.21516,1
11141,1281.56,2959.01,0.3097,0.3097,6,9.23224,1
11142,1281.26,2959.05,0.30888,0.30888,6,9.24904,1
11142,1280.95,2959.08,0.308892,0.308892,6,9.26587,1
11142,1280.65,2959.12,0.310116,0.310115,6,9.28363,1
11143,1280.34,2959.16,0.310121,0.310121,6,9.30093,1
11143,1280.04,2959.2,0.308848,0.308848,6,9.31756,1
11144,1279.73,2959.24,0.30886,0.30886,6,9.33456,1
11144,1279.42,2959.28,0.308872,0.308871,6,9.3514,1
11145,1279.12,2959.32,0.308883,0.308883,6,9.36862,1
11145,1278.81,2959.36,0.308895,0.308895,6,9.38542,1
11145,1278.5,2959.39,0.309597,0.309597,6,9.40139,1
11146,1278.2,2959.43,0.309605,0.309605,6,9.41728,1
11146,1277.89,2959.47,0.309479,0.309479,6,9.43046,1
11147,1277.58,2959.5,0.309488,0.309488,6,9.44276,1
11147,1277.27,2959.53,0.309497,0.309497,6,9.45367,1
11148,1276.96,2959.56,0.310556,0.310556,6,9.4634,1
11148,1276.65,2959.6,0.310587,0.310587,6,9.47199,1
11149,1276.35,2959.62,0.310952,0.310952,6,9.47844,1
11149,1276.04,2959.65,0.31098,0.31098,6,9.48391,1
11149,1275.73,2959.68,0.311274,0.311274,6,9.48773,1
11150,1275.42,2959.7,0.311303,0.311303,6,9.49037,1
11150,1275.11,2959.72,0.310551,0.31055,6,9.49068,1
11151,1274.8,2959.74,0.310585,0.310585,6,9.4903,1
11151,1274.49,2959.77,0.310619,0.310619,6,9.4889,1
11151,1274.18,2959.78,0.311305,0.311304,6,9.48542,1
11152,1273.87,2959.8,0.311336,0.311336,6,9.48135,1
11152,1273.56,2959.82,0.311257,0.311257,6,9.4767,1
11153,1273.25,2959.84,0.311287,0.311287,6,9.47094,1
11153,1272.94,2959.85,0.310931,0.31093,6,9.46393,1
11153,1272.63,2959.86,0.310964,0.310964,6,9.45631,1
11154,1272.32,2959.88,0.311227,0.311228,6,9.44715,1
11154,1272,2959.89,0.311259,0.311259,6,9.43764,1
11155,1271.69,2959.9,0.311291,0.311291,6,9.4274,1
11155,1271.39,2959.91,0.31085,0.31085,6,9.41514,1
11156,1271.08,2959.92,0.310882,0.310882,6,9.40251,1
11156,1270.76,2959.93,0.311242,0.311242,6,9.38871,1
11156,1270.45,2959.94,0.311274,0.311274,6,9.37448,1
11157,1270.14,2959.94,0.311324,0.311324,6,9.36011,1
11157,1269.83,2959.95,0.311354,0.311354,6,9.34521,1
11158,1269.55,2959.96,0.310157,0.310157,6,9.3312,1
11158,1269.24,2959.96,0.310194,0.310194,6,9.31515,1
11159,1268.93,2959.97,0.31023,0.310231,6,9.2986,1
11159,1268.61,2959.97,0.310858,0.310858,6,9.28114,1
11159,1268.3,2959.98,0.310892,0.310892,6,9.26324,1
11160,1267.99,2959.98,0.310773,0.310773,6,9.24681,1
11160,1267.68,2959.99,0.310804,0.310804,6,9.22942,1
11161,1267.37,2959.99,0.310836,0.310835,6,9.2116,1
11161,1267.06,2959.99,0.311197,0.311197,6,9.1935,1
11162,1266.75,2960,0.311228,0.311228,6,9.17461,1
11162,1266.44,2960,0.310536,0.310537,6,9.15741,1
11162,1266.13,2960.01,0.310571,0.310571,6,9.13912,1
11163,1265.82,2960.01,0.311548,0.311548,6,9.12126,1
11163,1265.51,2960.01,0.311578,0.311579,6,9.10264,1
11164,1265.2,2960.02,0.311609,0.311609,6,9.08366,1
11164,1264.9,2960.02,0.310497,0.310497,6,9.06505,1
11165,1264.59,2960.02,0.310531,0.310532,6,9.04562,1
11165,1264.28,2960.02,0.310618,0.310617,6,9.02506,1
11165,1263.97,2960.02,0.310654,0.310654,6,9.0044,1
11166,1263.65,2960.03,0.311068,0.311068,6,8.98477,1
11166,1263.34,2960.03,0.311099,0.311099,6,8.96463,1
11167,1263.03,2960.03,0.31113,0.31113,6,8.94421,1
11167,1262.72,2960.03,0.311017,0.311017,6,8.92466,1
11167,1262.41,2960.03,0.311049,0.311049,6,8.90424,1
11168,1262.1,2960.03,0.311927,0.311927,6,8.88248,1
11168,1261.79,2960.03,0.311956,0.311956,6,8.86082,1
11169,1261.47,2960.04,0.31224,0.31224,6,8.84002,1
11169,1261.16,2960.04,0.312267,0.312267,6,8.81891,1
11170,1260.85,2960.04,0.312585,0.312585,6,8.79765,1
11170,1260.54,2960.04,0.312613,0.312613,6,8.77624,1
11170,1260.22,2960.04,0.31264,0.31264,6,8.75462,1
11171,1259.91,2960.04,0.312064,0.312063,6,8.7325,1
11171,1259.6,2960.04,0.312094,0.312094,6,8.70994,1
11172,1259.29,2960.04,0.312679,0.312679,6,8.68642,1
11172,1258.98,2960.03,0.312707,0.312707,6,8.66287,1
11172,1258.66,2960.03,0.312736,0.312736,6,8.63919,1
11173,1258.35,2960.03,0.312617,0.312617,6,8.61471,1
11173,1258.04,2960.03,0.312644,0.312644,6,8.5906,1
11174,1257.73,2960.03,0.312602,0.312602,6,8.56658,1
11174,1257.41,2960.02,0.312631,0.312631,6,8.54242,1
11175,1257.1,2960.02,0.31266,0.31266,6,8.51818,1
11175,1256.79,2960.02,0.312675,0.312675,6,8.49447,1
11175,1256.48,2960.02,0.312704,0.312704,6,8.47032,1
11176,1256.17,2960.02,0.312347,0.312347,6,8.44675,1
11176,1255.86,2960.01,0.312378,0.312378,6,8.42264,1
11177,1255.54,2960.01,0.31268,0.31268,6,8.39869,1
11177,1255.23,2960.01,0.312709,0.312709,6,8.37457,1
11178,1254.92,2960.01,0.312738,0.312738,6,8.35041,1
11178,1254.63,2960.01,0.311736,0.311736,6,8.3282,1
11178,1254.32,2960,0.311769,0.311769,6,8.30419,1
11179,1254,2960,0.311831,0.311831,6,8.28012,1
11179,1253.69,2960,0.311865,0.311865,6,8.25611,1
11180,1253.38,2960,0.312148,0.312148,6,8.23215,1
11180,1253.07,2960,0.312177,0.312177,6,8.20812,1
11180,1252.76,2959.99,0.312206,0.312206,6,8.18409,1
11181,1252.44,2959.99,0.312238,0.312238,6,8.16016,1
11181,1252.13,2959.99,0.312267,0.312267,6,8.13616,1
11182,1251.82,2959.99,0.312589,0.312588,6,8.11211,1
11182,1251.51,2959.99,0.312617,0.312617,6,8.0881,1
11183,1251.19,2959.98,0.312827,0.312827,6,8.06401,1
11183,1250.88,2959.98,0.312854,0.312854,6,8.04,1
11183,1250.57,2959.98,0.312881,0.312881,6,8.01602,1
11184,1250.26,2959.98,0.312938,0.312937,6,7.99185,1
11184,1249.94,2959.98,0.312965,0.312965,6,7.96786,1
11185,1249.64,2959.97,0.312093,0.312093,6,7.94472,1
11185,1249.33,2959.97,0.312126,0.312126,6,7.9208,1
11186,1249.02,2959.97,0.312505,0.312504,6,6.14913,1
11186,1248.71,2959.97,0.312535,0.312535,6,6.1474,1
11186,1248.39,2959.97,0.312566,0.312566,6,6.14574,1
11187,1248.08,2959.96,0.312506,0.312506,6,6.14367,1
11187,1247.77,2959.96,0.312534,0.312534,6,6.14198,1
11188,1247.46,2959.96,0.313167,0.313167,6,6.14002,1
11188,1247.14,2959.96,0.313193,0.313193,6,6.13834,1
11188,1246.83,2959.96,0.313219,0.313219,6,6.13674,1
11189,1246.52,2959.96,0.313444,0.313444,6,6.1368,1
11189,1246.2,2959.96,0.313469,0.313469,6,6.13634,1
11190,1245.89,2959.96,0.313789,0.313789,6,6.13715,1
11190,1245.58,2959.96,0.313814,0.313814,6,6.13766,1
11191,1245.26,2959.96,0.313364,0.313364,6,6.13947,1
11191,1244.95,2959.96,0.313392,0.313391,6,6.14093,1
11192,1244.64,2959.96,0.313419,0.313419,6,6.1424,1
11192,1244.32,2959.96,0.313923,0.313922,6,6.14497,1
11192,1244.01,2959.97,0.313949,0.313949,6,6.14738,1
11193,1243.7,2959.97,0.31381,0.31381,6,6.15131,1
11193,1243.38,2959.97,0.313835,0.313835,6,6.15468,1
